"Nobel";"Country";"Year";"UniversityScore";"Popularity";"Productivity"
"no";"united kingdom";1928;66.4;24.6567184605535;41.5329768270945
"no";"india";1936;100;0;0.71301247771836
"no";"united states";1864;13.3;0;9.98217468805704
"no";"italy";1898;0;39.7704217508606;35.7651245551601
"yes";"scotland";1876;17.2;23.4640256653672;13.903743315508
"no";"iran";1912;0;0;0.17825311942959
"yes";"united kingdom";1927;0;0;45.750452079566
"no";"russia";1961;55.3;0;63.6363636363636
"no";"israel";1949;28.2;6.58939553827474;76.8270944741533
"no";"united states";1953;80.7;0;13.7254901960784
"yes";"sweden";1903;0;0;0.361663652802893
"yes";"germany";1911;0;0;0
"no";"france";1925;89.6;55.994544026918;50.6238859180036
"no";"canada";1943;0;11.6714256579213;45.632798573975
"no";"turkey";1952;86.3;29.3319536459738;28.3422459893048
"no";"slovakia";1893;65.9;14.9042869445718;24.5989304812834
"no";"ukraine";1856;0;26.0538247761612;0.89126559714795
"no";"spain";1962;0;8.31489140629709;32.620320855615
"no";"pakistan";1944;36.2;31.5652278859301;25.8467023172906
"no";"netherlands";1934;0;26.4311772641429;12.6559714795009
"no";"united states";1892;0;0;5.88235294117647
"no";"russia";1956;0;0;2.49554367201426
"yes";"sweden";1924;0;0;14.6473779385172
"no";"united kingdom";1906;96.6;0;8.02139037433155
"no";"united kingdom";1977;31.6;41.2556952151919;0.467023172905526
"no";"netherlands";1939;79.4;24.1437627673669;3.92156862745098
"no";"germany";1854;0;21.8179736912011;47.7718360071301
"no";"united states";1948;0;27.6214713685158;7.30837789661319
"no";"republic of ireland";1851;13.3;0;5.88235294117647
"no";"russia";1913;49.8;0;11.4081996434938
"no";"italy";1866;0;0;10.5169340463458
"yes";"germany";1906;0;0;8.1374321880651
"no";"india";1988;96.6;34.7557024305657;0.355871886120996
"no";"united kingdom";1905;54.9;0;0.17825311942959
"no";"united states";1914;0;12.4723371094456;6.59536541889483
"no";"australia";1959;0;4.15744570314854;27.807486631016
"no";"jamaica";1932;0;43.8401170709538;0.433155080213904
"no";"united states";1963;66.7;36.4118374712815;3.74331550802139
"no";"united kingdom";1945;54.9;22.963908920284;19.9643493761141
"no";"united states";1915;44.2;10.7468412414233;13.903743315508
"no";"hungary";1925;16.3;17.336236779698;58.1105169340463
"no";"canada";1915;48.3;0;18.1818181818182
"no";"canada";1936;34.6;29.1021199220398;22.4598930481283
"no";"germany";1886;25.3;0;39.3939393939394
"yes";"italy";1937;0;0;47.377938517179
"no";"canada";1944;0;0;40.1069518716578
"no";"england";1956;0;0;8.9126559714795
"yes";"scotland";1924;0;0;0.180831826401447
"no";"germany";1939;0;0;18.1818181818182
"no";"united states";1943;100;33.5343278460816;20.6773618538324
"no";"australia";1951;46.35;39.5363732296485;0.301247771836007
"no";"united kingdom";1906;0;0;3.20855614973262
"no";"west sussex";1937;100;38.2776621242492;88.4135472370767
"no";"united states";1909;79.4;0;0.17825311942959
"no";"georgia";1954;0;28.2474150489615;5.16934046345811
"no";"united kingdom";1954;0;13.8107356842579;27.4509803921569
"no";"united states";1956;87.05;37.6242539660583;39.7504456327986
"no";"north yorkshire";1906;74.15;19.5418229090944;24.4206773618538
"no";"bulgaria";1884;0;16.2426855193841;1.06951871657754
"no";"republic of ireland";1868;54.95;0;0.35650623885918
"no";"united states";1914;93.4;0;0
"no";"australia";1961;40;12.4723371094456;46.1675579322638
"no";"united states";1917;47.1;6.58939553827474;11.9429590017825
"no";"united states";1958;0;0;0.226381461675579
"no";"united states";1966;80.7;14.9042869445718;47.9500891265597
"no";"austria";1939;0;0;30.4812834224599
"no";"iran";1962;0;14.3823991182398;0.35650623885918
"no";"united states";1867;0;10.7468412414233;20.1426024955437
"no";"georgia";1908;0;0;0
"no";"argentina";1922;24;4.15744570314854;0.89126559714795
"yes";"usa";1899;100;0;4.15913200723327
"no";"united states";1925;80.7;21.6580195106868;5.3475935828877
"no";"turkey";1922;0;47.2911088069985;39.3939393939394
"no";"united states";1907;0;20.9717946565146;14.6167557932264
"no";"germany";1920;18.8;0;14.4385026737968
"no";"united kingdom";1923;0;18.8064632171355;89.4830659536542
"no";"united states";1926;66.8;0;21.8861209964413
"yes";"usa";1918;0;0;49.554367201426
"no";"united states";1904;93.4;0;16.2210338680927
"no";"cuba";1921;0;4.15744570314854;0
"no";"germany";1877;0;6.58939553827474;43.6720142602496
"no";"sri lanka";1981;0;37.813619270839;9.09090909090909
"no";"england";1951;66.7;15.8288713610698;1.96078431372549
"no";"united states";1952;40.85;27.5611901947893;38.3244206773619
"no";"united states";1955;33.8;54.7643017993935;0.89126559714795
"no";"united kingdom";1946;0;24.2499235263273;36.541889483066
"no";"germany";1911;0;10.7468412414233;6.95187165775401
"no";"united states";1912;16.3;0;0.89126559714795
"no";"belgium";1972;96.6;5.01471932029489;26.5124555160142
"no";"saudi arabia";1935;0;0;0.53475935828877
"no";"france";1948;73.55;10.7468412414233;36.541889483066
"no";"united kingdom";1942;0;25.1292403596631;19.6078431372549
"no";"united states";1889;0;6.58939553827474;26.7379679144385
"no";"france";1933;0;31.2132485670157;72.5490196078431
"no";"united states";1857;0;0;24.5989304812834
"no";"united states";1934;59.8;17.9681813874064;5.70409982174688
"no";"united states";1952;0;0;0.35650623885918
"no";"united states";1928;65.9;13.1787910765495;11.4081996434938
"no";"united kingdom";1854;13.3;31.5652278859301;51.1586452762923
"no";"canada";1957;21.7;41.9380790450268;8.9126559714795
"no";"italy";1956;7.7;64.7844730722083;48.7544483985765
"no";"japan";1930;65.9;6.58939553827474;74.1532976827095
"no";"united states";1948;0;6.58939553827474;2.13903743315508
"no";"denmark";1932;96.6;23.8135182818004;72.192513368984
"no";"australia";1938;13.3;0;52.5846702317291
"no";"united states";1904;0;4.15744570314854;43.3155080213904
"no";"ukraine";1937;0;0;0.17825311942959
"no";"united states";1924;86.3;0;22.6381461675579
"no";"romania";1897;0;21.6580195106868;0.71301247771836
"no";"india";1947;100;26.5038802912558;5.70409982174688
"no";"switzerland";1909;0;0;20.4991087344029
"no";"united kingdom";1927;0;8.31489140629709;0.17825311942959
"no";"united states";1880;75.2;17.9681813874064;16.7557932263815
"no";"russia";1923;33;0;4.81283422459893
"no";"united states";1929;73.7;4.15744570314854;33.1550802139037
"no";"united states";1919;100;0;49.0196078431373
"no";"canada";1892;79.4;13.1787910765495;1.60427807486631
"no";"united states";1956;13.3;12.4723371094456;0.213903743315508
"no";"united states";1947;50.1;5.01471932029489;69.9288256227758
"no";"japan";1955;0;22.2737315609943;59.8930481283422
"no";"united states";1951;21.6;0;37.4331550802139
"no";"united states";1931;0;8.31489140629709;55.9714795008913
"no";"united states";1900;86.3;0;13.3689839572193
"no";"essex";1938;36.2;13.8107356842579;12.6559714795009
"no";"united states";1938;86.3;17.336236779698;13.7254901960784
"no";"united states";1944;85.15;0;1.60427807486631
"no";"united states";1926;50.4;13.1787910765495;0
"no";"united states";1955;0;4.15744570314854;13.3689839572193
"yes";"usa";1947;89.6;51.2102717232507;48.1012658227848
"no";"united states";1928;0;0;42.9590017825312
"no";"poland";1936;20;0;51.5151515151515
"no";"pakistan";1963;0;23.8135182818004;35.650623885918
"no";"japan";1928;51.85;27.2111947024398;30.7829181494662
"no";"germany";1974;0;13.8107356842579;6.59536541889483
"no";"united states";1909;80.7;32.5648149326243;44.5632798573975
"no";"united states";1937;0;12.4723371094456;41.5329768270945
"no";"united states";1920;33.6;25.0376671870552;90.017825311943
"no";"united states";1936;31.6;8.31489140629709;0.71301247771836
"no";"canada";1933;17.2;0;0.53475935828877
"no";"united states";1959;64.35;6.58939553827474;47.7718360071301
"no";"united kingdom";1978;0;0;13.1907308377897
"no";"united kingdom";1949;0;40.7332458115645;83.0659536541889
"no";"germany";1886;9.4;13.1787910765495;8.02139037433155
"no";"united states";1954;100;15.8288713610698;26.9162210338681
"no";"united states";1947;79.4;33.1651081407679;73.0837789661319
"yes";"usa";1946;0;55.7947289778382;37.4321880650995
"no";"united states";1934;71.9;18.5398448213884;9.98217468805704
"yes";"venezuela";1920;0;0;80.2139037433155
"no";"united states";1921;100;0;54.9019607843137
"no";"england";1918;36.2;0;21.5686274509804
"yes";"germany";1929;66.7;0;0.361663652802893
"no";"germany";1928;0;4.15744570314854;20.4991087344029
"no";"united kingdom";1892;0;25.6511281859951;3.20855614973262
"no";"united states";1924;33.6;17.9681813874064;56.3279857397504
"no";"united states";1933;29;31.8976917707074;27.4509803921569
"no";"scotland";1953;19.1;28.7647982364797;59.8930481283422
"no";"united states";1952;73.55;0;87.1657754010695
"no";"ukraine";1930;0;8.31489140629709;10.6951871657754
"yes";"france";1906;0;0;25.3164556962025
"no";"united kingdom";1906;0;28.9116935694694;32.7985739750446
"no";"switzerland";1954;20.75;23.2191783508689;50.6238859180036
"no";"sweden";1945;27.4;4.15744570314854;43.8502673796791
"no";"united kingdom";1865;0;9.65328998110935;0.17825311942959
"yes";"united kingdom";1932;18.8;97.9993791295972;2.51356238698011
"no";"greece";1913;0;14.3823991182398;55.0802139037433
"no";"united kingdom";1922;9.4;0;0.71301247771836
"no";"romania";1946;93.4;15.8288713610698;41.1764705882353
"no";"united states";1890;33.6;34.7093839915633;13.1907308377897
"no";"germany";1930;80.7;41.5024409522927;51.423487544484
"no";"belgium";1924;93.4;4.15744570314854;27.2727272727273
"no";"india";1966;0;12.4723371094456;83.4224598930481
"no";"united kingdom";1879;96.6;0;40.3914590747331
"no";"united states";1917;0;0;18.8948306595365
"no";"england";1948;59.5;42.3379111591373;0.267379679144385
"no";"netherlands";1962;20;4.15744570314854;16.9340463458111
"no";"germany";1929;100;22.963908920284;61.6755793226381
"no";"united states";1936;79.4;0;0.17825311942959
"no";"australia";1933;14.1;4.15744570314854;1.42602495543672
"no";"italy";1977;0;27.1213546234325;31.0160427807487
"no";"poland";1942;13.3;16.6297828125942;4.45632798573975
"no";"united states";1914;79.4;0;2.49554367201426
"no";"united states";1907;0;19.7681866148242;49.554367201426
"no";"united states";1935;47.1;10.7468412414233;2.31729055258467
"no";"united states";1967;90.35;60.7093743698194;71.5302491103203
"yes";"germany";1911;0;0;36.3471971066908
"no";"united states";1921;0;24.7542478663208;21.74688057041
"no";"united states";1970;65.55;0;52.2281639928699
"no";"united states";1945;86.3;0;14.9732620320856
"no";"united states";1929;33.8;0;23.1729055258467
"no";"united states";1972;73.5;12.4723371094456;4.63458110516934
"no";"italy";1954;0;9.65328998110935;39.3939393939394
"no";"denmark";1959;22.1;33.1412594958341;12.6559714795009
"no";"italy";1886;0;11.6714256579213;7.66488413547237
"no";"united states";1967;0;22.5594010885826;30.4812834224599
"no";"united states";1932;100;24.0356890993492;60.2495543672014
"no";"united states";1854;0;0;3.74331550802139
"no";"canada";1960;89.6;16.2426855193841;44.3850267379679
"no";"iran";1925;0;9.65328998110935;0.53475935828877
"yes";"usa";1920;33.8;0;100
"no";"brazil";1959;33.8;0;0.177935943060498
"no";"pakistan";1942;17.2;26.4311772641429;3.38680926916221
"no";"netherlands";1939;0;4.15744570314854;2.31729055258467
"no";"united states";1946;0;27.2503472573125;15.1515151515152
"no";"united kingdom";1963;9.4;51.8745508677118;94.8306595365419
"no";"pakistan";1943;0;43.2555087865538;19.5729537366548
"no";"united states";1927;96.7;16.9934048261356;5.88235294117647
"no";"united states";1916;86.3;22.0262390408765;79.5373665480427
"no";"united states";1949;96.7;8.31489140629709;86.8092691622103
"no";"turkey";1957;96.7;53.2482229285154;0.201067615658363
"no";"japan";1935;14.1;11.6714256579213;11.5864527629234
"no";"united states";1913;63.5;8.31489140629709;24.5989304812834
"no";"united states";1862;50.4;17.6605279880525;84.1354723707665
"no";"united states";1945;100;33.9451572189156;83.7789661319073
"no";"united states";1889;65.9;54.6089984872647;14.4385026737968
"no";"cuba";1950;65.9;24.5575769256812;68.9839572192513
"no";"germany";1915;0;0;18.8948306595365
"no";"united kingdom";1854;0;0;4.27807486631016
"no";"india";1892;0;20.7872285157427;15.3297682709447
"no";"austria";1928;24.1;0;20.3208556149733
"no";"united states";1952;21.7;13.8107356842579;37.4331550802139
"no";"united states";1901;50.4;28.9116935694694;71.6577540106952
"no";"united states";1938;22.1;29.055077121681;0.221033868092692
"no";"united states";1954;0;37.5330289938684;55.4367201426025
"no";"united states";1921;0;11.6714256579213;25.3119429590018
"no";"united kingdom";1949;96.6;12.4723371094456;62.9233511586453
"no";"united kingdom";1956;54.9;0;1.60427807486631
"no";"united kingdom";1971;65.2;61.8775517415961;0.853832442067736
"no";"netherlands";1851;9.4;29.7246854405834;6.77361853832442
"no";"netherlands";1946;20;4.15744570314854;4.09982174688057
"no";"poland";1884;0;26.0538247761612;44.9197860962567
"no";"united states";1923;89.6;28.5631682824954;32.0855614973262
"no";"australia";1921;96.6;0;22.4598930481283
"no";"united kingdom";1926;96.6;28.4597531982448;82.7094474153298
"yes";"italy";1901;0;97.1717102272422;82.6401446654611
"no";"latvia";1885;16.3;0;1.42602495543672
"no";"united states";1958;55.5;28.1931348024977;41.7112299465241
"no";"united states";1907;65.25;12.4723371094456;18.716577540107
"no";"israel";1955;0;34.1505857330641;51.1586452762923
"no";"germany";1921;17.2;0;1.7825311942959
"no";"india";1923;32.6;19.5418229090944;31.9073083778966
"no";"united states";1952;0;29.0076624376193;16.2210338680927
"no";"ukraine";1953;0;0;10.1604278074866
"yes";"hungary";1927;31.7;0;0.282097649186257
"no";"poland";1953;0;18.5398448213884;26.5597147950089
"yes";"france";1852;0;0;3.07414104882459
"no";"ukraine";1911;0;0;4.09982174688057
"no";"united states";1927;0;27.1213546234325;9.98217468805704
"no";"australia";1943;24.75;0;3.92156862745098
"no";"united states";1900;78.15;26.0538247761612;1.60427807486631
"no";"united kingdom";1929;0;0;1.96078431372549
"yes";"poland";1926;0;0;0.189873417721519
"no";"united states";1949;65.9;8.31489140629709;64.5276292335116
"no";"france";1980;0;0;13.7254901960784
"no";"india";1955;0;25.1292403596631;53.475935828877
"yes";"france";1902;0;0;23.1464737793852
"no";"united states";1939;89.6;0;0.71301247771836
"no";"russia";1937;0;10.7468412414233;30.8377896613191
"no";"united states";1890;65.9;4.15744570314854;2.85204991087344
"no";"united states";1902;100;0;9.26916221033868
"no";"pakistan";1925;32.6;19.3065799622187;1.24777183600713
"no";"united kingdom";1920;0;0;3.5650623885918
"yes";"france";1921;0;0;37.0705244122966
"yes";"usa";1951;0;0;27.3056057866184
"no";"united states";1921;13.3;0;0.17825311942959
"no";"england";1895;0;0;53.6541889483066
"no";"united states";1928;20;0;7.1301247771836
"no";"united states";1901;0;19.0617326477204;18.5383244206774
"no";"united states";1943;100;13.8107356842579;41.8894830659537
"no";"united kingdom";1919;0;0;6.77361853832442
"no";"united states";1910;22.1;4.15744570314854;1.24777183600713
"no";"england";1943;54.9;22.4182668993446;83.6007130124777
"no";"united states";1944;61.3333333333333;11.6714256579213;83.2442067736185
"no";"poland";1852;0;23.5828003644103;8.73440285204991
"no";"japan";1856;0;0;1.60427807486631
"no";"germany";1877;0;23.8135182818004;47.415329768271
"no";"united states";1932;68.35;0;0.17825311942959
"no";"united states";1913;0;0;1.42602495543672
"no";"bosnia and herzegovina";1962;0;9.65328998110935;0.71301247771836
"no";"france";1910;50.4;0;10.6951871657754
"no";"united states";1908;86.3;0;27.6292335115865
"no";"canada";1915;17.2;55.2495368298736;26.9162210338681
"no";"united states";1885;86.3;14.9042869445718;7.30837789661319
"no";"united kingdom";1894;65.9;68.9117126186192;55.1601423487544
"no";"united states";1965;93.15;9.65328998110935;11.2299465240642
"no";"united states";1929;0;0;10.5169340463458
"no";"united states";1918;0;16.2426855193841;0.35650623885918
"no";"australia";1878;0;38.5553016658312;0.25668449197861
"no";"united states";1919;0;9.65328998110935;33.6898395721925
"no";"italy";1959;0;30.4778888750568;60.0713012477718
"yes";"usa";1903;0;0;24.4122965641953
"no";"spain";1883;28.2;0;0.71301247771836
"no";"czech republic";1881;0;0;3.92156862745098
"no";"united states";1937;96.6;10.7468412414233;12.2994652406417
"yes";"switzerland";1944;0;41.3764748009403;80.2893309222423
"no";"israel";1953;0;43.1110379306668;52.9411764705882
"no";"england";1909;0;0;2.49554367201426
"yes";"france";1843;0;77.2031842337101;26.4014466546112
"no";"austria";1855;0;17.9681813874064;24.2424242424242
"yes";"usa";1921;89.6;23.3428513158426;0.71301247771836
"no";"united kingdom";1942;9.4;8.31489140629709;4.27807486631016
"yes";"united kingdom";1910;86.3;0;46.4737793851718
"no";"united states";1955;54.9;38.0921444603059;55.4367201426025
"no";"united states";1926;33.8;0;50.0891265597148
"yes";"usa";1949;66.7;0;13.1907308377897
"no";"united states";1941;65.9;54.3737822066687;0.253119429590018
"no";"united states";1946;50.4;12.4723371094456;71.1229946524064
"no";"united states";1912;50.15;23.4640256653672;21.0338680926916
"no";"united states";1953;100;0;0.219251336898396
