Dana Stewart Scott;1932;United States;princeton;no
Edwin McMillan;1907;United States;princeton;no
Richard E. Stearns;1936;United States;princeton;no
Walter Alvarez;1940;United States;princeton;no
Harry Hess;1906;United States;princeton;no
Dudley R. Herschback;1932;United States;stanford;no
Charles Stark Draper;1901;United States;stanford;no
Stanley Miller;1930;United States;california, berkeley;no
Dana Stewart Scott;1932;United States;california, berkeley;no
David Bohm;1917;United States;california, berkeley;no
Herbert York;1921;United States;california, berkeley;no
Donald Johanson;1943;United States;chicago;no
Isadore Singer;1924;United States;chicago;no
Saunders Mac Lane;1909;United States;chicago;no
Robert S. Shankland;1908;United States;chicago;no
Michael Behe;1952;United States;pennsylvania;no
Charles Bachman;1924;United States;pennsylvania;no
Herbert York;1921;United States;rochester;no
Martha Chase;1927;United States;southern california;no
Edwin Catmull;1945;United States;utah;no
Saunders Mac Lane;1909;United States;yale;no
Gerard Kitchen ONeill;1927;United States;cornell;no
Frank Press;1924;United States;city new york;no
Solomon Kullback;1907;United States;city new york;no
Abraham Sinkov;1907;United States;city new york;no
Charles R Drew;1904;United States;columbia;no
Marshall Sahlins;1930;United States;columbia;no
Rashid Alievich Sunyaev;1943;Uzbekistan;moscow;no
Edmund Brisco Ford;1901;Cumbria;oxford;no
Bernard Lovell;1913;England;bristol;no
James Hopwood Jeans;1877;England;cambridge;no
James Hopwood Jeans;1877;England;merchant taylors school, northwood;no
John Robert Vane;1927;England;st catherines college, oxford;no
James Hopwood Jeans;1877;Lancashire;cambridge;no
James Hopwood Jeans;1877;Lancashire;merchant taylors school, northwood;no
John Stewart Bell;1928;Northern Ireland;queens belfast;no
John Boyd Orr;1880;Scotland;glasgow;no
John Robert Vane;1927;Worcestershire;st catherines college, oxford;no
John Job Crew Bradfield;1867;Australia;bachelor engineering;no
Karl Menger;1902;Austria;vienna;no
Sir Peter Medawar;1915;Brazil;oxford;no
William Morton Kahan;1933;Canada;toronto;no
Hsue-shen Qian;1911;China;shanghai jiao tong;no
Shing-Tung Yau;1949;China;chinese hong kong;no
Johann Radon;1887;Czech Republic;vienna;no
Georgios Papanikolaou;1883;Greece;national and kapodistrian athens;no
Georgios Papanikolaou;1883;Greece;ludwig maximilian munich;no
George Andrew Olah;1927;Hungary;budapest technology and economics;no
Peter David Lax;1926;Hungary;courant institute mathematical sciences;no
Peter David Lax;1926;Hungary;stuyvesant high school;no
Humayun Abdulali;1914;Japan;st. xaviers college, mumbai;no
Walther Nernst;1864;Poland;zurich;no
Walther Nernst;1864;Poland;humboldt berlin;no
Joseph Rotblat;1908;Poland;liverpool;no
Joseph Rotblat;1908;Poland;warsaw;no
Oskar Klein;1894;Sweden;norwegian nobel institute;no
Carl-Gustaf Rossby;1898;Sweden;leipzig;no
Jean Piccard;1884;Switzerland;eth zurich;no
Martin Gutzwiller;1925;Switzerland;eth zurich;no
Eugen Bleuler;1857;Switzerland;zurich;no
Bernard Lovell;1913;United Kingdom;bristol;no
John Boyd Orr;1880;United Kingdom;glasgow;no
Alexander R. Todd;1907;United Kingdom;glasgow;no
Alexander R. Todd;1907;United Kingdom;oxford;no
Edmund Brisco Ford;1901;United Kingdom;oxford;no
Elihu Thomson;1853;United Kingdom;harvard;no
Anthony Giddens;1938;United Kingdom;hull;no
Lewis Fry Richardson;1881;United Kingdom;durham;no
Lewis Fry Richardson;1881;United Kingdom;kings college, cambridge;no
Anthony Giddens;1938;United Kingdom;cambridge;no
James Hopwood Jeans;1877;United Kingdom;cambridge;no
Lewis Fry Richardson;1881;United Kingdom;bootham school;no
Alexander R. Todd;1907;United Kingdom;goethe frankfurt;no
James Hopwood Jeans;1877;United Kingdom;merchant taylors school, northwood;no
John Stewart Bell;1928;United Kingdom;queens belfast;no
Peter Mansfield;1933;United Kingdom;queen mary london;no
John Robert Vane;1927;United Kingdom;st catherines college, oxford;no
Charles Algernon Parsons;1854;United Kingdom;trinity college, dublin;no
Frank Press;1924;United States;columbia;no
Lewis Roberts Binford;1931;United States;michigan;no
Isadore Singer;1924;United States;michigan;no
Marshall Sahlins;1930;United States;michigan;no
Dudley R. Herschback;1932;United States;harvard;no
Susan Lindquist;1949;United States;harvard;no
Richard Manning Karp;1935;United States;harvard;no
Joseph Hooton Taylor;1941;United States;harvard;no
Paul Lauterbur;1929;United States;case western reserve;no
Robert S. Shankland;1908;United States;case western reserve;no
Solomon Kullback;1907;United States;george washington;no
Abraham Sinkov;1907;United States;george washington;no
Charles R Drew;1904;United States;mcgill;no
Charles Bachman;1924;United States;michigan;no
Steven Brams;1940;United States;northwestern;no
David Bohm;1917;United States;pennsylvania;no
Wes Jackson;1936;United States;kansas wesleyan;no
W. E. B. Du Bois;1868;United States;fisk;no
Joseph Hooton Taylor;1941;United States;haverford;no
Rashid Alievich Sunyaev;1943;Uzbekistan;moscow institute physics and technology;no
John Robert Vane;1927;England;birmingham;no
John Stewart Bell;1928;Northern Ireland;birmingham;no
William Ramsey;1852;Scotland;strathclyde;no
John Robert Vane;1927;Worcestershire;birmingham;no
Fiona Juliet Stanley;1946;Australia;western australia;no
Carlo Rovelli;1956;Italy;padua;no
Carlo Rovelli;1956;Italy;bologna;no
Carlo Rovelli;1956;Italy;trento;no
Torahiko Terada;1878;Japan;tokyo;no
Joseph Rotblat;1908;Poland;free polish;no
Gheorghe Marinescu;1863;Romania;bucharest;no
Martin Gutzwiller;1925;Switzerland;kansas;no
John Robert Vane;1927;United Kingdom;birmingham;no
William Ramsey;1852;United Kingdom;strathclyde;no
John Stewart Bell;1928;United Kingdom;birmingham;no
Russell Alan Hulse;1950;United States;massachusetts amherst;no
Wes Jackson;1936;United States;kansas;no
Norman Borlaug;1914;United States;minnesota;no
Paul Lauterbur;1929;United States;pittsburgh;no
Arthur Holmes;1890;England national football team;royal science;no
James Lovelock;1919;Hertfordshire;london school hygiene & tropical medicine;no
Freeman John Dyson;1923;Berkshire;cornell;no
Henry Moseley;1887;Dorset;trinity college, oxford;no
James Lovelock;1919;England;london school hygiene & tropical medicine;no
Martin Evans;1941;Gloucestershire;london;no
Martin Evans;1941;Gloucestershire;christs college, cambridge;no
Francis Crick;1916;Northamptonshire;london;no
Francis Crick;1916;Northamptonshire;northampton school for boys;no
Alexander Fleming;1881;Scotland;imperial london;no
Alexander Fleming;1881;Scotland;westminster;no
Murray Batchelor;1961;Australia;australian national;no
Christian Koeberl;1959;Austria;graz;no
Megh Nad Saha;1893;Bangladesh;dhaka;no
Brian Wilson Kernighan;1942;Canada;princeton;no
Gilbert Plass;1920;Canada;princeton;no
Arthur Philemon Coleman;1852;Canada;victoria university, toronto;no
Luis Davidson San Juan;1921;Cuba;havana;no
Jacques Forest;1920;France;lille nord de france;no
Andreas Mandelis;1952;Greece;yale;no
Sultan Bashiruddin Mahmood;1938;India;manchester;no
Tathagat Avatar Tulsi;1987;India;indian institute science;no
David Deutsch;1953;Israel;clare college, cambridge;no
Amico Bignami;1862;Italy;sapienza rome;no
Maarten Schmidt;1929;Netherlands;leiden observatory;no
Cornelis Bernardus van Niel;1897;Netherlands;delft technology;no
Benoit Mandelbrot;1924;Poland;paris;no
Benoit Mandelbrot;1924;Poland;california institute technology;no
Andrei Linde;1948;Russia;moscow;no
Alex Rasnitsyn;1936;Russia;moscow;no
Andrei Dmitrievich Sakharov;1921;Russia;moscow;no
Kharrasov Mukhamet Hadisovich;1948;Russia;moscow;no
Arthur Holmes;1890;United Kingdom;royal science;no
Andrew Wiles;1953;United Kingdom;clare college, cambridge;no
Alexander Fleming;1881;United Kingdom;imperial london;no
Martin Evans;1941;United Kingdom;london;no
Francis Crick;1916;United Kingdom;london;no
Martin Evans;1941;United Kingdom;christs college, cambridge;no
Alan Mathison Turing;1912;United Kingdom;princeton;no
Freeman John Dyson;1923;United Kingdom;cornell;no
James Lovelock;1919;United Kingdom;london school hygiene & tropical medicine;no
Henry Moseley;1887;United Kingdom;trinity college, oxford;no
Francis Crick;1916;United Kingdom;northampton school for boys;no
Alexander Fleming;1881;United Kingdom;westminster;no
Mary Lura Sherrill;1888;United States;randolph;no
Leonard Carmichael;1898;United States;tufts;no
Donald Ervin Knuth;1938;United States;california institute technology;no
Edwin Grant Conklin;1863;United States;johns hopkins;no
Thomas Milton Rivers;1888;United States;johns hopkins;no
Benjamin Whorf;1897;United States;massachusetts institute technology;no
Claude E. Shannon;1916;United States;massachusetts institute technology;no
Dan Bricklin;1951;United States;massachusetts institute technology;no
Doc Edgerton;1903;United States;massachusetts institute technology;no
Charles F. Hockett;1916;United States;ohio;no
Catharine Cox;1890;United States;stanford;no
Douglas Richard Hofstadter;1945;United States;stanford;no
Bill Joy;1954;United States;california, berkeley;no
Douglas Carl Engelbart;1925;United States;california, berkeley;no
Craig Venter;1946;United States;california, san diego;no
Robert M. Solovay;1938;United States;chicago;no
Patrick O. Brown;1954;United States;chicago;no
Mary Lura Sherrill;1888;United States;chicago;no
Edwin Powell Hubble;1889;United States;chicago;no
Herbert Alexander Simon;1916;United States;chicago;no
Paul J. Cohen;1934;United States;chicago;no
Vincent Duvigneaud;1901;United States;rochester;no
Alan Curtis Kay;1940;United States;utah;no
Sidney Dillon II Ripley;1913;United States;yale;no
Charles A Dinarello;1943;United States;yale;no
Charles F. Hockett;1916;United States;yale;no
Milton Harris;1906;United States;yale;no
James A. Krumhansl;1919;United States;cornell;no
Jack Balkin;1956;United States;doctor philosophy;no
George Dantzig;1914;United States;doctor philosophy;no
Herbet Spencer Gasser;1888;United States;johns hopkins school medicine;no
George Whipple;1878;United States;johns hopkins school medicine;no
George Dantzig;1914;United States;masters degree;no
Sidney Dillon II Ripley;1913;United States;columbia;no
Arthur Jensen;1923;United States;columbia;no
James Lovelock;1919;Hertfordshire;victoria manchester;no
Freeman John Dyson;1923;Berkshire;cambridge;no
Arthur Eddington;1882;Cumbria;cambridge;no
Arthur Eddington;1882;Cumbria;victoria manchester;no
Henry Moseley;1887;Dorset;oxford;no
Henry Moseley;1887;Dorset;victoria manchester;no
James Lovelock;1919;England;victoria manchester;no
Francis Crick;1916;Northamptonshire;gonville and caius college, cambridge;no
Francis Crick;1916;Northamptonshire;churchill college, cambridge;no
Alexander Fleming;1881;Scotland;st marys hospital medical school;no
John Anthony Pople;1925;Somerset;cambridge;no
Abbas Aroua;1962;Algeria;surrey;no
Abbas Aroua;1962;Algeria;algiers;no
Murray Batchelor;1961;Australia;new south wales;no
John Carew Eccles;1903;Australia;magdalen college, oxford;no
Wilhelm Blaschke;1885;Austria;vienna;no
Kiril Bratanov;1911;Bulgaria;sofia;no
Brian Wilson Kernighan;1942;Canada;toronto;no
Gilbert Plass;1920;Canada;harvard;no
Bjarne Stroustrup;1950;Denmark;aarhus;no
Bjarne Stroustrup;1950;Denmark;churchill college, cambridge;no
Kurt Diebner;1905;Germany;martin luther halle-wittenberg;no
Heinrich Rudolf Hertz;1857;Germany;humboldt berlin;no
Maria Reiche;1903;Germany;dresden technology;no
Peter Duesberg;1936;Germany;goethe frankfurt;no
Emil Kraepelin;1856;Germany;leipzig;no
Emil Kraepelin;1856;Germany;ludwig maximilian munich;no
Heinrich Rudolf Hertz;1857;Germany;ludwig maximilian munich;no
John von Neumann;1903;Hungary;eth zurich;no
Tathagat Avatar Tulsi;1987;India;patna;no
Shakuntala Singh;1952;India;karnatak;no
Atle Selberg;1917;Norway;oslo;no
Felix Hausdorff;1868;Poland;leipzig;no
Vitaly Efimov;1938;Russia;ioffe institute;no
Kharrasov Mukhamet Hadisovich;1948;Russia;bashkir;no
Lev Vaidman;1955;Russia;hebrew jerusalem;no
Ulf Svante von Euler;1905;Sweden;karolinska institutet;no
Henry Moseley;1887;United Kingdom;oxford;no
Alexander Fleming;1881;United Kingdom;st marys hospital medical school;no
Alan Mathison Turing;1912;United Kingdom;kings college, cambridge;no
Simon Levay;1943;United Kingdom;cambridge;no
Arthur Eddington;1882;United Kingdom;cambridge;no
Freeman John Dyson;1923;United Kingdom;cambridge;no
John Anthony Pople;1925;United Kingdom;cambridge;no
Arthur Eddington;1882;United Kingdom;victoria manchester;no
Henry Moseley;1887;United Kingdom;victoria manchester;no
James Lovelock;1919;United Kingdom;victoria manchester;no
Francis Crick;1916;United Kingdom;gonville and caius college, cambridge;no
Francis Crick;1916;United Kingdom;churchill college, cambridge;no
Andrew Wiles;1953;United Kingdom;merton college, oxford;no
Clark Hull;1884;United States;michigan;no
T. C. Schneirla;1902;United States;michigan;no
Warren L. McCabe;1899;United States;michigan;no
Bill Joy;1954;United States;michigan;no
Claude E. Shannon;1916;United States;michigan;no
Kenneth Lee Pike;1912;United States;michigan;no
George Dantzig;1914;United States;bachelors degree;no
Sidney Dillon II Ripley;1913;United States;harvard;no
Spencer Wells;1969;United States;harvard;no
Leonard Carmichael;1898;United States;harvard;no
Dan Bricklin;1951;United States;harvard;no
E. O. Wilson;1929;United States;harvard;no
James A. Krumhansl;1919;United States;case western reserve;no
Donald Ervin Knuth;1938;United States;case western reserve;no
J. Gordon Melton;1942;United States;northwestern;no
Thomas Milton Rivers;1888;United States;oxford emory;no
Jack Balkin;1956;United States;cambridge;no
Jack Balkin;1956;United States;juris doctor;no
Carl Rogers;1902;United States;teachers college, columbia;no
Vicki Been;1956;United States;new york school law;no
Edwin Grant Conklin;1863;United States;ohio wesleyan;no
Spencer Wells;1969;United States;texas at austin;no
Paul J. Cohen;1934;United States;brooklyn;no
Vicki Been;1956;United States;colorado;no
Edgar Buckingham;1867;United States;leipzig;no
Francis Crick;1916;Northamptonshire;mill hill school;no
Henry C. Gunning;1901;Northern Ireland;british columbia;no
John Carew Eccles;1903;Australia;melbourne;no
Megh Nad Saha;1893;Bangladesh;calcutta;no
