person
http://dati.camera.it/ocd/persona.rdf/p23480
http://dbpedia.org/resource/Gianfranco_Fini
http://dati.camera.it/ocd/persona.rdf/p24040
http://dati.camera.it/ocd/persona.rdf/p16310
http://dati.camera.it/ocd/persona.rdf/p4230
http://dbpedia.org/resource/Giorgio_Napolitano
http://dati.camera.it/ocd/persona.rdf/p200428
http://dati.camera.it/ocd/persona.rdf/p14710
http://dbpedia.org/resource/Emma_Bonino
http://it.dbpedia.org/resource/Emma_Bonino
http://rdf.freebase.com/ns/m.04r8gl
http://dati.camera.it/ocd/persona.rdf/p21550
http://dati.camera.it/ocd/persona.rdf/p2230
http://dati.camera.it/ocd/persona.rdf/p50467
http://dati.camera.it/ocd/persona.rdf/p200972
http://dati.camera.it/ocd/persona.rdf/p35360
http://dbpedia.org/resource/Fausto_Bertinotti
http://it.dbpedia.org/resource/Fausto_Bertinotti
http://dati.camera.it/ocd/persona.rdf/p33110
http://dbpedia.org/resource/Marco_Formentini
http://it.dbpedia.org/resource/Marco_Formentini
http://dati.camera.it/ocd/persona.rdf/p33570
http://dati.camera.it/ocd/persona.rdf/p22290
http://dati.camera.it/ocd/persona.rdf/p21580
http://dati.camera.it/ocd/persona.rdf/p32430
http://dati.camera.it/ocd/persona.rdf/p200126
http://dati.camera.it/ocd/persona.rdf/p302269
http://dati.camera.it/ocd/persona.rdf/p300026
http://dbpedia.org/resource/Pier_Luigi_Bersani
http://it.dbpedia.org/resource/Pier_Luigi_Bersani
http://rdf.freebase.com/ns/m.05xvcv
http://dati.camera.it/ocd/persona.rdf/p39490
http://dati.camera.it/ocd/persona.rdf/p303023
http://dati.camera.it/ocd/persona.rdf/p306323
http://dati.camera.it/ocd/persona.rdf/p730
http://dbpedia.org/resource/Giovanni_Berlinguer
http://dati.camera.it/ocd/persona.rdf/p302741
http://dbpedia.org/resource/Matteo_Salvini
http://dati.camera.it/ocd/persona.rdf/p38480
http://dati.camera.it/ocd/persona.rdf/p300127
http://dbpedia.org/resource/Enrico_Letta
http://dati.camera.it/ocd/persona.rdf/p302284
http://dati.camera.it/ocd/persona.rdf/p50185
