Edward B. Lewis;1918;usa;californiainstitutetechnology;yes
Edward B. Lewis;1918;usa;minnesota;yes
Sheldon Lee Glashow;1932;usa;cornell;yes
Sheldon Lee Glashow;1932;usa;harvard;yes
Howard Martin Temin;1934;usa;californiainstitutetechnology;yes
Howard Martin Temin;1934;usa;swarthmore;yes
Frank Wilczek;1951;usa;princeton;yes
Frank Wilczek;1951;usa;chicago;yes
Frank Wilczek;1951;usa;doctorphilosophy;yes
Bruce A. Beutler;1957;usa;californiasandiego;yes
Bruce A. Beutler;1957;usa;chicago;yes
Christian B. Anfinsen;1916;usa;pennsylvania;yes
Christian B. Anfinsen;1916;usa;harvardmedicalschool;yes
Christian B. Anfinsen;1916;usa;swarthmore;yes
Muhammad Yunus;1940;bangladesh;dhaka;no
Wilhelm Ostwald;1853;russian empire;tartu;yes
Heinrich Otto Wieland;1877;germany;ludwigmaximilianmunich;yes
Edward Mills Purcell;1912;usa;purdue;yes
Edward Mills Purcell;1912;usa;harvard;yes
Carl Ferdinand Cori;1896;austria-hungary;charlesinprague;yes
Philip Warren Anderson;1923;usa;unitedstatesnavalresearchlaboratory;yes
Philip Warren Anderson;1923;usa;harvard;yes
Henry Taube;1915;canada;californiaberkeley;yes
Henry Taube;1915;canada;saskatchewan;yes
Joshua Lederberg;1925;usa;yale;yes
Joshua Lederberg;1925;usa;columbia;yes
Joshua Lederberg;1925;usa;stuyvesanthighschool;yes
Edward Lawrie Tatum;1909;usa;chicago;yes
Donald J. Cram;1919;usa;harvard;yes
Donald J. Cram;1919;usa;rollins;yes
Pieter Zeeman;1865;the netherlands;leiden;yes
Joseph Rotblat;1908;poland;liverpool;no
Joseph Rotblat;1908;poland;warsaw;no
Joseph Rotblat;1908;poland;freepolish;no
Brian David Josephson;1940;united kingdom;cambridge;yes
Cecil Frank Powell;1903;united kingdom;cambridge;yes
Thomas J. Sargent;1943;usa;californiaberkeley;yes
Thomas J. Sargent;1943;usa;doctorphilosophy;yes
Thomas J. Sargent;1943;usa;harvard;yes
Thomas J. Sargent;1943;usa;bachelorarts;yes
Burton Richter;1931;usa;massachusettsinstitutetechnology;yes
Konstantin Novoselov;1974;russia;radboudnijmegen;yes
Konstantin Novoselov;1974;russia;moscowinstitutephysicsandtechnology;yes
William Lawrence Bragg;1890;australia;adelaide;yes
William Lawrence Bragg;1890;australia;cambridge;yes
Jan Tinbergen;1903;the netherlands;leiden;yes
Franco Modigliani;1918;italy;newschool;yes
William Vickrey;1914;canada;yale;yes
William Vickrey;1914;canada;columbia;yes
Wilhelm Wien;1864;prussia;humboldtberlin;yes
J. Hans D. Jensen;1907;germany;hamburg;yes
Nicolaas Bloembergen;1920;the netherlands;leiden;yes
Nicolaas Bloembergen;1920;the netherlands;utrecht;yes
Baruj Benacerraf;1920;venezuela;vcumedicalcenter;yes
Baruj Benacerraf;1920;venezuela;columbia;yes
Albrecht Kossel;1853;mecklenburg;strasbourg;yes
Albrecht Kossel;1853;mecklenburg;rostock;yes
Fritz Albert Lipmann;1899;germany;humboldtberlin;yes
Fritz Albert Lipmann;1899;germany;kaiserwilhelmsociety;yes
Fritz Albert Lipmann;1899;germany;ludwigmaximilianmunich;yes
William Alfred Fowler;1911;usa;californiainstitutetechnology;yes
Har Gobind Khorana;1922;india;liverpool;yes
Har Gobind Khorana;1922;india;punjab;yes
James Watson Cronin;1931;usa;chicago;yes
James Watson Cronin;1931;usa;southernmethodist;yes
Wassily Leontief;1906;russia;humboldtberlin;yes
Wassily Leontief;1906;russia;saintpetersburg;yes
Christopher A. Pissarides;1948;cyprus;londonschooleconomics;yes
Christopher A. Pissarides;1948;cyprus;essex;yes
Robert W. Fogel;1927;usa;johnshopkins;yes
Robert W. Fogel;1927;usa;cornell;yes
Robert W. Fogel;1927;usa;columbia;yes
Robert W. Fogel;1927;usa;stuyvesanthighschool;yes
Hideki Yukawa;1907;japan;kyoto;yes
Charles Hard Townes;1915;usa;duke;yes
Charles Hard Townes;1915;usa;californiainstitutetechnology;yes
Charles Hard Townes;1915;usa;furman;yes
Fritz Haber;1868;prussia;humboldtberlin;yes
Fritz Haber;1868;prussia;heidelberg;yes
Fritz Haber;1868;prussia;technicalberlin;yes
Riccardo Giacconi;1931;italy;milan;yes
Andre Geim;1958;russia;moscowinstitutephysicsandtechnology;yes
Alfred G. Gilman;1941;usa;casewesternreserve;yes
Ronald George Wreyford Norrish;1897;united kingdom;cambridge;yes
